,product_id,product_name,aisle_id,department_id,suggested_prods,suggested_aisle_ids,suggested_pro_ids,suggested_dept_id
116,117,Petit Suisse Fruit,2,16,"Apricot Fruit Roll,Just Fruit Salad,Organic Fiber Fruit Blend,Organic Fruit Punch","50,50,116,98","919,870,767,646","19,19,1,7"
117,118,Ground Turkey Chub,34,1,"Original Turkey,Chub Mackerel,Chub Chorizo,Turkey","96,95,100,96","176,476,624,287","20,15,21,20"
118,119,Chardonnay Paso Robles,62,5,"Cheese Creations Four Cheese Cheese Sauce,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Organic Whole Grassmilk Milk,Apricots","9,41,84,18","3,413,423,291,000","9,8,16,10"
119,120,Cauliflower Florettes,123,4,"Cheese Creations Four Cheese Cheese Sauce,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Organic Whole Grassmilk Milk,Apricots","9,41,84,18","3,413,423,291,000","9,8,16,10"
120,121,Sharp Cheddar,21,16,"Cheddar Cheese Curds,Cheddar Chex Mix,Skim Milk sharp Cheddar Cheese Singles,Extra Sharp Cheddar Cheese","21,125,21,21","641,955,755,169","16,19,16,16"
121,122,Pomegranate Molasses,29,13,"XXX Acai Blueberry Pomegranate,Organic Blueberry Pomegranate Whole Milk Yogurt,Yogurt Strawberry Pomegranate,Strawberry Pomegranate","64,120,120,3","788,584,132,983","7,16,16,19"
122,123,Sherry Reserve Vinegar,19,13,"Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,Reg; Organic Apple Cider Vinegar 16 Fl Oz,French  Tarragon Wine Vinegar,Organic Rice Vinegar","107,19,19,66","756,404,80,95","19,13,13,6"
123,124,Sun Cups Dark Chocolate,45,19,"Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,Almond Spread, Dark Chocolate,Dark Chocolate Peanut Candy,Dark Chocolate Raisins","61,88,45,50","559,451,901,435","19,13,19,19"
124,125,Herbal Armor DEET-Free Natural Insect Repellant,118,11,"Brambleberry Herbal Tea,Wild Raspberry Hibiscus Caffiene Free Herbal Tea Bags,For Men Odor Armor Body Wash,Gluten Free All Natural Chocolate Chip Cookies","94,94,127,61","237,808,296,172","7,7,11,19"
125,126,Hot & Spicy Chicken Flavor Ramen Noodles,4,9,"Chow Mein Thin Noodles,Medium Spicy Butter Chicken Simmer Sauce,Habanero Lime Shrimp Flavor Ramen Noodle Soup,Ramen Noodles Soup Chicken Mushroom Flavor","4,9,4,69","450,191,173,61","9,9,9,15"
126,127,Marscapone,108,16,"Cheese Creations Four Cheese Cheese Sauce,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Organic Whole Grassmilk Milk,Apricots","9,41,84,18","3,413,423,291,000","9,8,16,10"
127,128,Organic Wild Blueberries,116,1,"Wild Blueberry All Natural Fruit Spread,Wild Sardines in Marinara Sauce,Creamline Yogurt Wild Blueberry,Wild Rice Blend","88,95,120,68","149,187,339,503","13,15,16,10"
128,129,Traditional Chicken & Orzo with Lemon Soup,69,15,"Traditional Water Crackers,Chunky Classic Chicken Noodle Soup,Noodle Soup Mix With Chicken Broth,Traditional Chicken Tuscany Soup","78,69,69,69","145,928,37,718","19,15,15,15"
129,130,Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,37,1,"Ice Cream, Cookies & Cream,Vanilla Almond Breeze Almond Milk,French Vanilla Ice Cream,Mini Double Chocolate Ice Cream Bars","37,91,37,37","431,432,276,997","1,16,1,1"
130,131,Brioche Bachelor Loaf,93,3,"Chilpotles in Adobo Sauce,Blueberry Kombucha,Wild Mushroom Vegetarian Quarter Loaf,Bake & Break Cheese Garlic Loaf","30,31,14,100","330,335,731,556","6,7,20,21"
131,132,Yogurt Strawberry Pomegranate,120,16,"Strawberry Cheesecake Nonfat Yogurt,Light Strawberry Blueberry Yogurt,Organic Blueberry Pomegranate Whole Milk Yogurt,Strawberry Pomegranate","100,120,120,3","437,9,584,983","21,16,16,19"
132,133,Purifying Daily Detox Scrub,109,11,"Kind Prenatal Once Daily,Non-Scratch Scrub Sponges,Daily Moisture Shampoo,Everyday Detox Dandelion Tea","47,114,22,94","91,500,498,279","11,17,11,7"
133,134,Stain Release Boost In-Wash Stain Remover Pacs,75,17,"Stain Odor Eliminator Detergent,Pods Spring Meadow Detergent + Stain Remover + Brightener,Triple-Acting Laundry Stain Remover,Laundry Soil Stain Remover","75,75,75,75","579,724,246,416","17,17,17,17"
134,135,Dark Chocolate Ice Cream Topping,103,19,"Salted Caramel Ice Cream,French Vanilla Ice Cream,Mini Double Chocolate Ice Cream Bars,Ice Cream, Cookies & Cream","37,37,37,37","606,276,997,431","1,1,1,1"
135,136,Simple,45,19,"Cheese Creations Four Cheese Cheese Sauce,Organic Whole Grassmilk Milk,Apricots,Simple White Down East Crackers","9,84,18,78","3,413,291,000,954","9,16,10,19"
136,137,Very Vanilla Soymilk,91,16,"Vanilla Almond Protein Bar,Vanilla Cream Soda,Vanilla Sugar Cookies,Coconut Drink, Vanilla","3,77,61,91","406,230,576,670","19,7,19,16"
137,138,Olli Napoli Salami,96,20,"Sparkling Raspberry Lemonade Water Beverage,Premium Deli Hard Salami,Uncured Hard Salami,Sliced Kosher Salami","115,96,96,96","334,757,611,374","7,20,20,20"
138,139,"Zita Cut, No. 118",131,9,"Cut Russet Potatoes Steam N' Mash,Quick Cooking Steel Cut Oats,Thick Cut Italian 7-Herb Blend Crispbreads,Fresh Cut Specialties Cut Golden Wax Beans","116,130,78,81","8,697,841,799","1,14,19,15"
139,140,Chips Onion Chipotle Garlic,107,19,"Garlic Parmesan Pita Bread Chips,Rice & Bean Snack Chips With Adzuki Beans Chipotle Cheese,Steakhouse Onion Burger with Garlic Seasoning,Chipotle & Roasted Garlic Seasoning","107,107,5,104","166,543,171,922","19,19,13,13"
140,141,Restaurant Style Organic Chia & Quinoa Tortilla Chips,107,19,"Tapatio Salsa Picante Hot Sauce Tortilla Chips,Simply Beyond Black Bean Tortilla Chips,Nacho Grain-Free Tortilla Chips,Organic Blue Corn Sea Salt Tortilla Chips","107,107,100,107","213,180,768,212","19,19,21,19"
141,142,Arugula Salad,123,4,"Fruit Salad Gummi Candy,Greener Selection Salad,Just Fruit Salad,Italian Pasta Salad","45,123,50,1","776,364,870,209","19,4,19,20"
142,143,Organic Lemons,24,4,"Organic Clementines,Organic Red Wine & Olive Oil Dressing Organic,Organic Mozzarella,Organic Roasted Garlic Vinaigrette Dressing Organic","123,89,21,89","43,65,617,962","4,13,16,13"
143,144,Coarse Grind Garlic Powder & Parsley Blend,104,13,"Pure Moringa Vegetable Powder,Sweet Cream Buttermilk Powder,Arrowroot Powder,Dried Parsley Flakes","47,17,6,104","563,395,506,884","11,13,2,13"
144,145,Traditional Water Crackers,78,19,"Traditional Chicken Tuscany Soup,Traditional Tartar Sauce,Traditional Red Miso,Water Crackers Original All Natural","69,100,66,78","718,562,854,363","15,21,6,19"
145,146,Anti Diarrheal Caplets,70,11,"Phoenix Anti-Perspirant & Deodorant Stick Twin Pack,Advanced Care Skin Renew Anti-Perspirant Deodorant,Revive Anti-Perspirant Deodorant,Magnesium Citrate Caplets","80,80,80,47","393,801,316,943","11,11,11,11"
146,147,Organic Ranch Veggie Dip,67,20,"Organic Blueberry Blitz Fruit & Veggie Smoothie Mashups,Spicy Jalapeno Ranch Popcorn,Yogurt Fruit Dip Sliced Apples,Tzatziki Greek Yogurt Dip","92,23,123,67","94,822,89,353","18,19,4,20"
147,148,Nectarines,24,4,"Cheese Creations Four Cheese Cheese Sauce,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Chilpotles in Adobo Sauce,Apricots","9,41,30,18","3,413,423,301,000","9,8,6,10"
148,149,Wild Blueberry All Natural Fruit Spread,88,13,"Cheese Spread Port Wine,Almond Spread, Dark Chocolate,Creamline Yogurt Wild Blueberry,Garden Strawberry Fruit Spread","2,88,120,88","702,451,339,652","16,13,16,13"
149,150,Brut Rosé,134,5,"Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Chilpotles in Adobo Sauce,Apricots,Mirabelle Brut Rose","41,30,18,134","342,330,1000,52","8,6,10,5"
150,151,Aromatherapaes Stress Reducing Lavender & Chamomile Spa Bath,132,11,"Organic Smooth Move Chamomile Laxative Tea Bags,EcoNet Recycled Bath Sponge,Lavender Body Wash,Organic Chamomile Lemon Tea","94,109,25,94","880,229,474,97","7,11,11,7"
151,152,"3 in 1 Soap for Every Man, Cucumber & Lemon",25,11,"Tzatziki Cucumber Sauce,European Cucumber,Lemon Verbena Bar Soap,Glycerine Soap, Pure and Natural, Cucumber","67,83,25,25","198,45,835,320","20,4,11,11"
152,153,"Fabric Refresher Meadows & Rain Air Freshener (1 Count, 27 oz)  Air Care",75,17,"Fabric Softener Dryer Sheet Free & Gentle 200CT Fabric Enhancers,Gentle Clean Foaming Face Cleanser, 6.7 fl oz Female Skin Care,Raisin Cinnamon Bagels 5 count,Air Effects Gain Island Fresh","75,73,58,101","368,482,46,587","17,11,1,17"
153,154,"Corn Dogs, Mini, Honey Crunchy Flavor",129,1,"Whole Wheat Mini Toasts,Honey Mustard,Cream Style Corn,Veggie-Style Mini Corn Dogs","78,72,81,42","681,254,664,325","19,13,15,1"
154,155,Artisan Ciabatta,58,1,"Foldit Flatbreads Artisan Rosemary & Olive Oil,Artisan Spiced Pecan Turtle Ice Cream,Artisan Style Melts Quattro Formaggi Pizza,Artisan Chick'n & Apple Sausage","128,37,79,14","660,720,568,74","3,1,1,20"
155,156,Extra Spearmint Sugar-Free Gum,46,19,"Sugar Free Fruit Juicy Red Drink Mix,Gluten Free Sugar Cookie Mix,Sugar Free Mint Patties,Gluten Free Sugar Cones","90,105,45,103","842,847,382,903","7,13,19,19"
156,157,Living Organic Cilantro,16,4,"Organic Red Wine & Olive Oil Dressing Organic,Organic Mozzarella,Organic Roasted Garlic Vinaigrette Dressing Organic,Local Living Butter Lettuce","89,21,89,83","65,617,962,99","13,16,13,4"
157,158,Smoked Ham & Oven Roasted Turkey Sub Sandwich Kit,96,20,"Deli Thin-Sliced Honey Ham,Chocolate Sandwich Cookies,Turkey,Premium Deli Oven Roasted Turkey Breast","96,61,96,96","359,1,287,62","20,19,20,20"
158,159,"Calcium Adult Gummy Vitamins, Orange Cherry & Strawberry",47,11,"Fiber 4g Gummy Dietary Supplement,Calcium Lime & Rust Remover,Strawberry Pomegranate,Cherry Pie","70,114,3,8","462,816,983,874","11,17,19,3"
159,160,100% Recycled Aluminum Foil,97,13,"Organic 100% Whole Wheat Rigatoni,100% Columbian Coffee,All Natural 100% Apple Juice,EcoNet Recycled Bath Sponge","131,26,98,109","774,762,82,229","9,7,7,11"
160,161,Hacho Miso Aged & Fermented Soybeans,66,6,"Apricots,Naturally Aged Cheddar Cheese Block Hot Habanero,Aged Gouda Cheese,Traditional Red Miso","18,21,2,66","1,000,477,982,854","10,16,16,6"
161,162,Organic Mini Homestyle Waffles,52,1,"All Natural Homestyle California Lemon Limeade,100% Pure Beef Homestyle Patties,Waffles, Red Berry,Belgian Waffles","31,34,121,52","778,402,252,536","7,1,14,1"
162,163,Dressing Bleu Cheese,89,13,"100% Natural String Cheese Mozzarella Cheese,Red Jalapeno Caesar Dressing,Creamy Italian Dressing Marinade,Cheese Creations Four Cheese Cheese Sauce","21,89,89,9","505,423,315,341","16,13,13,9"
163,164,Peanut Butter Cacao Quinoa Clusters,3,19,"Peanut Butter Chocolate Chip Bar,Multigrain Peanut Butter Cereal,Peanut Butter Bars,Peanut Butter Cereal","3,121,3,121","883,637,985,34","19,14,19,14"
164,165,Wild Chanterelle Mushroom Ravioli,12,9,"Wild Rice Blend,Mac & Cheezy Ravioli For Kids,Wild Mushroom Vegetarian Quarter Loaf,Three Cheese Ravioli","68,38,14,12","503,610,731,642","10,1,20,9"
165,166,Garlic Parmesan Pita Bread Chips,107,19,"Shaved Parmesan Cheese,Cheesy Creations Roasted Garlic Parmesan Sauce,Chips Onion Chipotle Garlic,100% Whole Wheat Pita Bread","21,9,107,128","226,60,140,83","16,9,19,3"
166,167,Sparkling Blush Grape Juice,77,7,"Sparkling Orange Juice & Prickly Pear Beverage,Sparkling Blueberry,Sunset Blush,Apple Sparkling Juice Beverage","115,77,6,98","10,456,676,618","7,7,2,7"
167,168,Halves & Pieces Walnuts,17,13,"Chilpotles in Adobo Sauce,Apricots,Fudge Brownies with English Walnuts,Mushroom Stems & Pieces in Water","30,18,61,81","3,301,000,622,912","6,10,19,15"
168,169,Extra Sharp Cheddar Cheese,21,16,"Cheese Creations Four Cheese Cheese Sauce,Cheddar Cheese Curds,Skim Milk sharp Cheddar Cheese Singles,Sharp Cheddar","9,21,21,21","341,641,755,121","9,16,16,16"
169,170,Single Herbs Ginkgo Leaf Dietary Supplement,47,11,"Whole Leaf Pure Aloe With Lemon Juice,Single Classic Canned Meat,Vitamin C 1000 Mg Tropical Drink Mix Dietary Supplement,Fiber 4g Gummy Dietary Supplement","98,59,47,70","53,834,366,462","7,15,11,11"
170,171,Steakhouse Onion Burger with Garlic Seasoning,5,13,"Salt Free Seasoning,Chipotle & Roasted Garlic Seasoning,Onion & Herb Salt-Free Seasoning Blend,Chips Onion Chipotle Garlic","104,104,104,107","463,922,908,140","13,13,13,19"
171,172,Gluten Free All Natural Chocolate Chip Cookies,61,19,"Gluten Free Soft & Chewy Snicker Doodle Cookies,Chocolate Sandwich Cookies,Banana Chocolate Chip,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies","8,61,52,61","967,1,602,559","3,19,1,19"
172,173,Habanero Lime Shrimp Flavor Ramen Noodle Soup,4,9,"Hot & Spicy Chicken Flavor Ramen Noodles,Chunky Classic Chicken Noodle Soup,Noodle Soup Mix With Chicken Broth,Ramen Noodles Soup Chicken Mushroom Flavor","4,69,69,69","126,928,37,61","9,15,15,15"
173,174,Vanishing Acne Treatment Cream,73,11,"Whipping Cream,Acne Dote Clean 'n Treat Towellettes,Good & Clean Gentle Acne Wash,Ice Cream, Cookies & Cream","53,109,109,37","469,680,525,431","16,11,11,1"
174,175,T Bone Steak,122,12,"Apricots,Chicago Steak & Chop Cracked Pepper & Garlic Blend,Gourmet Dog Treats Bone,Skirt Steak","18,104,40,122","1,000,860,302,692","10,13,8,12"
175,176,Original Turkey,96,20,"Original Puffcorn,Turkey Chili,Candy, Original,Turkey","107,1,45,96","631,554,303,287","19,20,19,20"
176,177,Citrus Terere Yerba Mate,94,7,"Apricots,Dual Action Beta Immune and Anti-Oxidant Effervescent Citrus,Cold & Cough Formula, Effervescent Tablets, Citrus,Daily Tangerine Citrus Flavored Beverage","18,11,11,64","1000,413,914,39","10,11,11,7"
177,178,Vegan Santa Fe Style Flour Tortilla Rolled Tacos,42,1,"Pop'n Hot! Vegan Broccoli Poppers,Fajita Flour Tortillas,The Santa Cruz Burrito,Restaurant Style Organic Chia & Quinoa Tortilla Chips","50,128,38,107","650,705,669,141","19,3,1,19"
178,179,Penne Rigate With Spinach,131,9,"Organic Spinach Quinoa Powermeal Bowl,Spinach Basil Garlic Linguini,Spinach & Feta Pierogi,Spinach Pesto","123,12,38,9","793,76,202,813","4,9,1,9"
179,180,Simply Beyond Black Bean Tortilla Chips,107,19,"Restaurant Style Organic Chia & Quinoa Tortilla Chips,Organic Blue Corn Sea Salt Tortilla Chips,Nacho Grain-Free Tortilla Chips,Nacho Cheese White Bean Chips","107,107,100,107","141,212,768,32","19,19,21,19"
180,181,Country Style Baked Beans,59,15,"Refried Beans Vegetarian,Perfectly Thymed Pita Crisps Baked,Cream Style Corn,Garbanzo Beans","30,107,81,59","766,247,664,790","6,19,15,15"
181,182,Acti-Fresh Body Shape Long Unscented To Go Panty Liners,126,11,"Ultra Thin Super Long with Wings Pads,Go Fresh Nutrium Moisture Body Wash Blue Fig & Orange Blossom Scent,Rice, Extra Long Grain, Enriched,Lavender Body Wash","126,127,63,25","654,351,612,474","11,11,9,11"
182,183,Cookie Dough Performance Energy,3,19,"Cookie Sheets,Brooklyn Pizza Dough,Coconut Chocolate Chip Energy Bar,Toll House Ultimate Chocolate Peanut Butter Deluxe Cookie Dough","10,79,3,105","604,322,77,950","17,1,19,13"
183,184,Kisses Milk Chocolate Candy,45,19,"High Protein Chocolate Light Milk Shake,Milk Chocolate Toffee Bits,Candy, Original,Dark Chocolate Peanut Candy","65,17,45,45","832,753,303,901","11,13,19,19"
184,185,Chicken Nugget Meal,38,1,"Chicken Base,For Chicken Marinade,Flaxseed Meal, Whole Ground,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food","69,5,17,41","673,807,952,342","15,13,13,8"
185,186,Fresh Scent Dishwasher Detergent with Dawn,74,17,"Powerball Quantum Max Shine & Protect Automatic Dishwasher Detergent,2 In 1 Laundry Detergent,Fresh Scent Dishwasher Cleaner,with Dawn Action Pacs Fresh Scent Dishwasher Detergent Pacs","74,75,74,74","378,924,14,541","17,17,17,17"
186,187,Wild Sardines in Marinara Sauce,95,15,"Wild Rice Blend,Three Cheese Ziti, Marinara with Meatballs,Sardines in Water Salt Added,Organic Spicy Heirloom Marinara Sauce","68,38,33,9","503,30,425,284","10,1,6,9"
187,188,Mild El Nino Salsa,67,20,"Hot Tomatillo Salsa,Salsa Roja,Tomatillo Salsa,Mild Salsa Divino","51,51,51,51","112,589,546,107","13,13,13,13"
188,189,Healthfull Nuts & Seeds Bread,112,3,"Protein Blend Honey Oats & Seeds Cereal,Coco Joe Pumpkin Seeds,Oatnut Bread,Sunflower Bread","121,117,112,112","510,840,889,346","14,19,3,3"
189,190,Classic Culinary Low Sodium Vegetable Broth,69,15,"Classic coke,Noodle Soup Mix With Chicken Broth,Unsalted Beef Broth,Low Sodium Turkey","77,69,69,49","649,37,963,231","7,15,15,12"
190,191,Medium Spicy Butter Chicken Simmer Sauce,9,9,"Caramel Sauce,Hot & Spicy Chicken Flavor Ramen Noodles,Spicy Tomato & Basil Pasta Sauce,Organic Spicy Heirloom Marinara Sauce","103,4,9,9","275,126,640,284","19,9,9,9"
191,192,Israeli Style Gefilte Fish,33,6,"Organic Spaghetti Style Pasta,Cream Style Corn,Couscous, Israeli, Garlic Jalapeno,Fish Oil with Vitamin D 1000mg","131,81,63,47","33,664,492,905","9,15,9,11"
192,193,fruitwater® Strawberry Kiwi Sparkling Water,98,7,"Sparkling Blueberry,Sparkling Raspberry Lemonade Water Beverage,Sparkling Lemon Seltzer Water,Kiwi Strawberry Sparkling Water","77,115,115,115","456,334,608,223","7,7,7,7"
193,194,Lamb Rib Chops,122,12,"Cheese Creations Four Cheese Cheese Sauce,Organic Whole Grassmilk Milk,Apricots,Lamb Shank","9,84,18,7","341,329,1000,84","9,16,10,12"
194,195,Grade A Pasteurized 2% Milkfat Lowfat Cottage Cheese with Pineapple,108,16,"Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie,Crushed Pineapple in 100% Juice,Cheese Creations Four Cheese Cheese Sauce,Organic Pasteurized Apple Juice","120,99,9,98","486,986,341,792","16,15,9,7"
195,196,Soda,77,7,"Apricots,Juniper Berry Soda,Key Lime Soda,Vanilla Cream Soda","18,77,77,77","1,000,371,257,230","10,7,7,7"
196,197,Cold Brew Coffee Tahitian Vanilla,26,7,"16 oz Cold Cups,100% Columbian Coffee,Coffee Liqueur,Vanilla with Almond Milk Iced Coffee","111,26,124,26","415,762,522,69","17,7,5,7"
197,198,Tzatziki Cucumber Sauce,67,20,"Caramel Sauce,3 in 1 Soap for Every Man, Cucumber & Lemon,Tzatziki Greek Yogurt Dip,European Cucumber","103,25,67,83","275,152,353,45","19,11,20,4"
198,199,Herb Thyme Clamshell,16,4,"Onion & Herb Salt-Free Seasoning Blend,Thick Cut Italian 7-Herb Blend Crispbreads,Garlic & Herb Fresh Goat Cheese,Crossovers Olive Thyme Almond","104,78,21,100","908,841,421,440","13,19,16,21"
199,200,Radiant Pantiliners Regular Wrapped Unscented,126,11,"Super Plus Cardboard Applicator Unscented Tampons,Cavity Protection Regular Flavor Toothpaste,Ultimate Absorbency Regular Length,Unscented Regular Sleek Tampons","126,20,126,126","411,976,789,708","11,11,11,11"
200,201,Sloppy Joe,38,1,"Disinfectant Spray Cherry Blossom & Pomegranate Scent,Apricots,Coco Joe Pumpkin Seeds,Sloppy Joe Sauce","101,18,117,51","3,281,000,840,454","17,10,19,13"
201,202,Spinach & Feta Pierogi,38,1,"Organic Spinach Quinoa Powermeal Bowl,Spinach Basil Garlic Linguini,Penne Rigate With Spinach,Spinach Pesto","123,12,131,9","793,76,179,813","4,9,9,9"
202,203,"Rescue Remedy, Spray",11,11,"Disinfectant Spray, Crisp Linen Scent,Clean Day Countertop Spray,Original No-Stick Cooking Spray,Rescue Remedy","114,114,19,6","938,751,826,535","17,17,13,2"
203,204,Free & Clear Natural Laundry Detergent For Sensitive Skin,75,17,"Satin Care Sensitive Skin Shave Gel,HE Turbo Powder Original  Laundry Detergent,Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender,2 In 1 Laundry Detergent","55,75,75,75","632,727,605,924","11,17,17,17"
204,205,Chocolate Mint Cookie Crunch Nutrition Bar,3,19,"Lunchmakers Pizza Pepperoni with Nestle Crunch Bar,Mint Chocolate Flavored Syrup,Chocolate Decorating Cookie Icing,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies","13,103,97,61","885,16,811,559","20,19,13,19"
205,206,Roasted Vegetable Soufflé,38,1,"Almonds Roasted and Salted,Organic Roasted Garlic Pasta Sauce,Dry Roasted Pistachios,Organic Vegetable Tray","117,9,117,83","590,244,304,784","19,9,19,4"
206,207,Minis Candy Bars,45,19,"Minis Original Saltine Crackers,Peanut Butter Bars,Original Minis Pretzel Chips,Candy, Original","78,3,107,45","294,985,678,303","19,19,19,19"
207,208,Vanilla Almond Cashew Almondmilk Cashewmilk Blend,91,16,"Vanilla Almond Butter Squeeze,Almond Breeze Unsweetened Almond Coconut Milk Blend,Vanilla Almond Protein Bar,Vanilla Almond Breeze Almond Milk","88,91,3,91","820,738,406,432","13,16,19,16"
208,209,Italian Pasta Salad,1,20,"Just Fruit Salad,Linguine No 7 Pasta,Linguine Pasta,Arugula Salad","50,131,131,123","870,972,424,142","19,9,9,4"
209,210,Homemade Hot Arrabbiata Fra Diavolo Sauce,9,9,"Hot Chopped Green Chili,Hot Tomatillo Salsa,Caramel Sauce,Tapatio Salsa Picante Hot Sauce Tortilla Chips","104,51,103,107","998,112,275,213","13,13,19,19"
